136;11;47;47;54;0;1;19;;;;
22;11;53;96;7;0;1;19;;;;
229;11;131;148;98;0;1;19;;;;
474;11;181;181;86;192;128;50;;;;
494;20;181;181;86;0;6;7;;;;
379;36;119;119;86;0;2;230;;;;
412;36;121;121;86;0;2;230;;;;
380;37;119;119;86;0;2;231;;;;
413;37;121;121;86;0;2;231;;;;
381;38;119;119;86;0;2;232;;;;
414;38;121;121;86;0;2;232;;;;
170;39;47;47;54;0;5;1;;;;
61;39;53;96;7;0;5;1;;;;
259;39;131;148;98;0;5;1;;;;
164;40;47;47;54;0;4;1;;;;
53;40;53;96;7;0;4;1;;;;
253;40;131;148;98;0;4;1;;;;
141;44;47;47;54;0;1;60;;;;
27;44;53;96;7;0;1;60;;;;
231;44;131;148;98;0;1;60;;;;
142;49;47;47;54;0;1;64;;;;
28;49;53;96;7;0;1;64;;;;
232;49;131;148;98;0;1;64;;;;
138;52;47;47;54;0;1;23;;;;
173;52;47;47;54;0;6;0;;;;
185;52;47;47;54;0;6;19;;;;
24;52;53;96;7;0;1;23;;;;
66;52;53;96;7;0;6;0;;;;
78;52;53;96;7;0;6;19;;;;
203;52;131;148;98;0;1;84;;;;
205;52;131;148;98;0;1;23;;;;
262;52;131;148;98;0;6;0;;;;
273;52;131;148;98;0;6;19;;;;
122;88;47;47;54;0;0;10;;;;
8;88;53;96;7;0;0;10;;;;
207;88;131;148;98;0;0;10;;;;
123;89;47;47;54;0;0;11;;;;
9;89;53;96;7;0;0;11;;;;
208;89;131;148;98;0;0;11;;;;
532;127;260;204;86;0;6;197;;;;
451;132;260;204;86;0;2;227;;;;
125;138;47;47;54;0;1;0;;;;
11;138;53;96;7;0;1;0;;;;
219;138;131;148;98;0;1;0;;;;
45;139;53;96;7;0;3;0;;;;
46;139;53;96;7;0;3;1;;;;
351;139;54;107;7;0;3;1;;;;
355;139;54;107;7;0;3;0;;;;
325;139;170;1;78;0;3;1;;;;
369;139;242;242;86;0;3;1;;;;
371;139;242;242;86;0;3;0;;;;
93;143;53;96;7;2;0;0;;;;
94;146;53;96;7;2;0;1;;;;
95;147;53;96;7;2;0;3;;;;
97;147;53;96;7;2;0;9;;;;
98;147;53;96;7;2;0;192;;;;
359;148;53;96;7;10;2;0;;;;
115;153;47;47;54;0;0;0;;;;
341;153;48;70;54;0;0;0;;;;
1;153;53;96;7;0;0;0;;;;
342;153;54;107;7;0;0;0;;;;
340;153;122;122;86;0;0;0;;;;
212;153;131;148;98;0;0;0;;;;
328;153;170;1;78;0;0;0;;;;
160;158;47;47;54;0;3;4;;;;
200;158;47;47;54;0;3;5;;;;
48;158;53;96;7;0;3;4;;;;
49;158;53;96;7;0;3;5;;;;
249;158;131;148;98;0;3;4;;;;
321;158;170;1;78;0;3;4;;;;
118;159;47;47;54;0;0;3;;;;
4;159;53;96;7;0;0;3;;;;
214;159;131;148;98;0;0;3;;;;
121;162;47;47;54;0;0;6;;;;
7;162;53;96;7;0;0;6;;;;
217;162;131;148;98;0;0;6;;;;
126;163;47;47;54;0;1;1;;;;
12;163;53;96;7;0;1;1;;;;
356;163;54;107;7;0;1;1;;;;
220;163;131;148;98;0;1;1;;;;
326;163;170;1;78;0;1;1;;;;
291;163;240;240;86;0;1;1;;;;
376;163;260;204;86;0;1;1;;;;
145;166;47;47;54;0;2;1;;;;
33;166;53;96;7;0;2;1;;;;
358;166;54;107;7;0;2;1;;;;
234;166;131;148;98;0;2;1;;;;
373;166;260;204;86;0;2;1;;;;
144;169;47;47;54;0;2;0;;;;
32;169;53;96;7;0;2;0;;;;
357;169;54;107;7;0;2;0;;;;
233;169;131;148;98;0;2;0;;;;
469;169;181;181;86;192;140;242;;;;
374;169;260;204;86;0;2;0;;;;
146;171;47;47;54;0;2;2;;;;
34;171;53;96;7;0;2;2;;;;
345;171;54;107;7;0;2;2;;;;
235;171;131;148;98;0;2;2;;;;
332;171;170;1;78;0;2;2;;;;
147;174;47;47;54;0;2;3;;;;
35;174;53;96;7;0;2;3;;;;
346;174;54;107;7;0;2;3;;;;
236;174;131;148;98;0;2;3;;;;
334;174;170;1;78;0;2;3;;;;
516;175;240;240;86;0;2;192;;;;
148;177;47;47;54;0;2;8;;;;
36;177;53;96;7;0;2;8;;;;
347;177;54;107;7;0;2;8;;;;
237;177;131;148;98;0;2;8;;;;
130;179;47;47;54;0;1;8;;;;
16;179;53;96;7;0;1;8;;;;
343;179;54;107;7;0;1;8;;;;
224;179;131;148;98;0;1;8;;;;
327;179;170;1;78;0;1;52;;;;
491;181;260;204;86;0;1;8;;;;
131;184;47;47;54;0;1;9;;;;
17;184;53;96;7;0;1;9;;;;
225;184;131;148;98;0;1;9;;;;
132;186;47;47;54;0;1;10;;;;
18;186;53;96;7;0;1;10;;;;
226;186;131;148;98;0;1;10;;;;
174;187;47;47;54;0;6;1;;;;
180;187;47;47;54;0;6;7;;;;
187;187;47;47;54;0;6;22;;;;
188;187;47;47;54;0;6;32;;;;
67;187;53;96;7;0;6;1;;;;
73;187;53;96;7;0;6;7;;;;
80;187;53;96;7;0;6;22;;;;
81;187;53;96;7;0;6;32;;;;
348;187;54;107;7;0;6;1;;;;
263;187;131;148;98;0;6;1;;;;
268;187;131;148;98;0;6;7;;;;
275;187;131;148;98;0;6;22;;;;
336;187;170;1;78;0;6;1;;;;
189;188;47;47;54;0;7;2;;;;
82;188;53;96;7;0;7;2;;;;
276;188;131;148;98;0;7;2;;;;
466;189;181;181;86;0;19;192;;;;
468;189;181;181;86;192;129;234;;;;
162;194;47;47;54;0;3;25;;;;
51;194;53;96;7;0;3;25;;;;
251;194;131;148;98;0;3;25;;;;
354;195;54;107;7;0;3;5;;;;
177;196;47;47;54;0;6;4;;;;
70;196;53;96;7;0;6;4;;;;
265;196;131;148;98;0;6;4;;;;
324;196;170;1;78;0;6;3;;;;
176;197;47;47;54;0;6;3;;;;
69;197;53;96;7;0;6;3;;;;
264;197;131;148;98;0;6;3;;;;
323;197;170;1;78;0;6;4;;;;
178;198;47;47;54;0;6;5;;;;
71;198;53;96;7;0;6;5;;;;
266;198;131;148;98;0;6;5;;;;
322;198;170;1;78;0;6;5;;;;
364;199;53;96;7;0;19;1;;;;
140;201;47;47;54;0;1;37;;;;
26;201;53;96;7;0;1;37;;;;
31;201;53;96;7;0;1;196;;;;
206;201;131;148;98;0;1;37;;;;
150;203;47;47;54;0;2;10;;;;
38;203;53;96;7;0;2;10;;;;
239;203;131;148;98;0;2;10;;;;
182;209;47;47;54;0;6;13;;;;
75;209;53;96;7;0;6;13;;;;
270;209;131;148;98;0;6;13;;;;
119;214;47;47;54;0;0;4;;;;
5;214;53;96;7;0;0;4;;;;
353;214;54;107;7;0;0;4;;;;
