779;158;131;148;98;128;129;0;;;;
2174;158;199;3;86;253;6;0;;;;
894;158;210;210;86;203;2;0;;;;
893;158;230;230;86;203;2;0;;;;
895;158;240;240;86;203;2;0;;;;
910;159;210;210;86;203;9;0;;;;
909;159;230;230;86;203;9;0;;;;
911;159;240;240;86;203;9;0;;;;
175;161;3;1;82;1;17;0;;;;
723;161;50;45;74;2;17;0;;;;
724;161;51;160;78;2;17;0;;;;
719;161;53;96;7;2;17;0;;;;
1717;161;101;101;86;206;17;0;;;;
1713;161;102;102;86;206;17;0;;;;
722;161;103;103;86;2;17;0;;;;
1715;161;106;106;86;206;17;0;;;;
1714;161;116;116;86;206;17;0;;;;
1716;161;117;117;86;206;17;0;;;;
720;161;118;118;86;2;17;0;;;;
173;162;1;1;86;1;17;0;;;;
717;162;107;107;86;2;17;0;;;;
721;162;109;109;86;2;17;0;;;;
2420;162;130;128;98;128;168;0;1;1;0;
809;162;131;148;98;128;168;0;;;;
3426;162;134;148;98;128;168;0;;;;
3427;162;134;148;98;128;168;10;;;;
2164;162;199;3;86;253;17;0;;;;
914;162;210;210;86;203;10;0;;;;
913;162;230;230;86;203;10;0;;;;
915;162;240;240;86;203;10;0;;;;
3549;162;240;240;86;203;10;0;;;;
318;163;1;1;86;1;52;0;;;;
320;163;3;1;82;1;52;0;;;;
3642;163;47;47;54;250;10;0;;;;
531;163;50;45;74;2;52;0;;;;
532;163;51;160;78;2;52;0;;;;
527;163;53;96;7;2;52;0;;;;
1752;163;101;101;86;206;52;0;;;;
1748;163;102;102;86;206;52;0;;;;
530;163;103;103;86;2;52;0;;;;
1750;163;106;106;86;206;52;0;;;;
525;163;107;107;86;2;52;0;;;;
529;163;109;109;86;2;52;0;;;;
1749;163;116;116;86;206;52;0;;;;
1751;163;117;117;86;206;52;0;;;;
528;163;118;118;86;2;52;0;;;;
783;163;131;148;98;128;157;0;;;;
860;163;160;160;82;129;52;0;;;;
2161;163;199;3;86;253;52;0;;;;
922;163;210;210;86;203;13;0;;;;
921;163;230;230;86;203;13;0;;;;
923;163;240;240;86;203;13;0;;;;
926;164;210;210;86;203;15;0;;;;
925;164;230;230;86;203;15;0;;;;
927;164;240;240;86;203;15;0;;;;
619;166;50;45;74;2;32;0;;;;
620;166;51;160;78;2;32;0;;;;
615;166;53;96;7;2;32;0;;;;
1852;166;101;101;86;206;32;0;;;;
1848;166;102;102;86;206;32;0;;;;
618;166;103;103;86;2;32;0;;;;
1850;166;106;106;86;206;32;0;;;;
1849;166;116;116;86;206;32;0;;;;
1851;166;117;117;86;206;32;0;;;;
616;166;118;118;86;2;32;0;;;;
3209;166;206;206;86;207;2;0;;;;
3210;166;206;206;86;207;2;10;;;;
3217;166;206;206;86;207;2;0;;;;
3218;166;206;206;86;207;2;10;;;;
942;166;210;210;86;203;21;0;;;;
941;166;230;230;86;203;21;0;;;;
943;166;240;240;86;203;21;0;;;;
3371;166;241;241;86;203;0;0;;;;
2415;166;242;242;86;207;2;10;;;;
2416;166;242;242;86;207;2;0;;;;
2192;166;250;250;86;203;21;0;;;;
3155;166;260;204;86;203;21;0;;;;
3220;166;260;204;86;207;2;0;;;;
699;169;50;45;74;2;31;0;;;;
700;169;51;160;78;2;31;0;;;;
695;169;53;96;7;2;31;0;;;;
698;169;103;103;86;2;31;0;;;;
696;169;118;118;86;2;31;0;;;;
938;169;210;210;86;203;20;0;;;;
937;169;230;230;86;203;20;0;;;;
939;169;240;240;86;203;20;0;;;;
2356;169;242;242;86;207;1;0;;;;
2191;169;250;250;86;203;20;0;;;;
3156;169;260;204;86;203;20;0;;;;
258;171;1;1;86;1;33;0;;;;
260;171;3;1;82;1;33;0;;;;
2488;171;4;40;251;253;33;0;;;;
2547;171;4;40;251;1;33;0;;;;
2458;171;5;2;88;1;33;0;2;100;500;
2460;171;5;2;88;1;33;0;2;100;850;
2462;171;5;2;88;1;33;0;2;100;925;
2468;171;5;2;88;1;33;0;6;1;10;
2468;171;5;2;88;1;33;0;6;105;10;
2468;171;5;2;88;1;33;0;6;163;10;
2505;171;5;2;88;1;33;1;2;100;500;
2508;171;5;2;88;1;33;1;2;100;850;
2512;171;5;2;88;1;33;1;2;100;925;
2534;171;5;2;88;1;34;1;6;1;10;
2534;171;5;2;88;1;34;1;6;105;10;
2534;171;5;2;88;1;34;1;6;163;10;
2539;171;5;2;88;1;33;1;6;1;10;
2539;171;5;2;88;1;33;1;6;105;10;
2539;171;5;2;88;1;33;1;6;163;10;
2543;171;6;4;88;1;33;0;6;1;10;
2543;171;6;4;88;1;33;0;6;105;10;
2543;171;6;4;88;1;33;0;6;163;10;
3093;171;6;4;88;1;33;1;6;1;10;
3093;171;6;4;88;1;33;1;6;105;10;
3093;171;6;4;88;1;33;1;6;163;10;
3106;171;6;4;88;1;33;0;6;1;;
3106;171;6;4;88;1;33;0;6;105;;
3106;171;6;4;88;1;33;0;6;163;;
3107;171;6;4;88;1;33;1;6;1;;
3107;171;6;4;88;1;33;1;6;105;;
3107;171;6;4;88;1;33;1;6;163;;
571;171;50;45;74;2;33;0;;;;
572;171;51;160;78;2;33;0;;;;
567;171;53;96;7;2;33;0;;;;
570;171;103;103;86;2;33;0;;;;
565;171;107;107;86;2;33;0;;;;
569;171;109;109;86;2;33;0;;;;
568;171;118;118;86;2;33;0;;;;
2417;171;130;128;98;128;165;0;1;1;0;
3293;171;130;128;98;128;131;0;;;;
821;171;131;148;98;128;131;0;;;;
823;171;131;148;98;128;165;0;1;1;0;
2289;171;134;148;98;128;165;10;1;1;0;
2300;171;134;148;98;128;165;0;1;1;0;
852;171;160;160;82;129;33;0;;;;
2130;171;199;3;86;253;33;0;;;;
950;171;210;210;86;203;23;0;;;;
949;171;230;230;86;203;23;0;;;;
951;171;240;240;86;203;23;0;;;;
273;174;1;1;86;1;34;0;;;;
275;174;3;1;82;1;34;0;;;;
2489;174;4;40;251;253;34;0;;;;
2548;174;4;40;251;1;34;0;;;;
2459;174;5;2;88;1;34;0;2;100;500;
2461;174;5;2;88;1;34;0;2;100;850;
2463;174;5;2;88;1;34;0;2;100;925;
2469;174;5;2;88;1;34;0;6;1;10;
2469;174;5;2;88;1;34;0;6;105;10;
2469;174;5;2;88;1;34;0;6;163;10;
2509;174;5;2;88;1;34;1;2;100;850;
2513;174;5;2;88;1;34;1;2;100;925;
2518;174;5;2;88;1;34;1;2;100;500;
2528;174;5;2;88;1;34;1;6;1;10;
2528;174;5;2;88;1;34;1;6;105;10;
2528;174;5;2;88;1;34;1;6;163;10;
2544;174;6;4;88;1;34;0;6;1;10;
2544;174;6;4;88;1;34;0;6;105;10;
2544;174;6;4;88;1;34;0;6;163;10;
3094;174;6;4;88;1;34;1;6;1;10;
3094;174;6;4;88;1;34;1;6;105;10;
3094;174;6;4;88;1;34;1;6;163;10;
3108;174;6;4;88;1;34;0;6;1;;
3108;174;6;4;88;1;34;0;6;105;;
3108;174;6;4;88;1;34;0;6;163;;
3109;174;6;4;88;1;34;1;6;1;;
3109;174;6;4;88;1;34;1;6;105;;
3109;174;6;4;88;1;34;1;6;163;;
715;174;50;45;74;2;34;0;;;;
716;174;51;160;78;2;34;0;;;;
711;174;53;96;7;2;34;0;;;;
714;174;103;103;86;2;34;0;;;;
709;174;107;107;86;2;34;0;;;;
713;174;109;109;86;2;34;0;;;;
712;174;118;118;86;2;34;0;;;;
2418;174;130;128;98;128;166;0;1;1;0;
3294;174;130;128;98;128;132;0;;;;
815;174;131;148;98;128;166;0;1;1;0;
819;174;131;148;98;128;132;0;;;;
2290;174;134;148;98;128;166;10;1;1;0;
2301;174;134;148;98;128;166;0;1;1;0;
853;174;160;160;82;129;34;0;;;;
2125;174;199;3;86;253;34;0;;;;
954;174;210;210;86;203;24;0;;;;
953;174;230;230;86;203;24;0;;;;
955;174;240;240;86;203;24;0;;;;
982;175;210;210;86;203;43;0;;;;
981;175;230;230;86;203;43;0;;;;
983;175;240;240;86;203;43;0;;;;
2188;175;250;250;86;203;44;0;;;;
288;177;1;1;86;1;39;0;;;;
290;177;3;1;82;1;39;0;;;;
555;177;50;45;74;2;39;0;;;;
556;177;51;160;78;2;39;0;;;;
551;177;53;96;7;2;39;0;;;;
554;177;103;103;86;2;39;0;;;;
552;177;118;118;86;2;39;0;;;;
813;177;131;148;98;128;135;0;;;;
2118;177;199;3;86;253;39;0;;;;
978;177;210;210;86;203;40;0;;;;
977;177;230;230;86;203;40;0;;;;
979;177;240;240;86;203;40;0;;;;
358;179;1;1;86;1;61;4;;;;
360;179;3;1;82;1;61;4;;;;
3576;179;4;40;251;253;61;4;;;;
2473;179;5;2;88;1;61;4;6;1;0;
2473;179;5;2;88;1;61;4;6;105;0;
2473;179;5;2;88;1;61;4;6;163;0;
3397;179;130;128;98;128;228;0;;;;
3401;179;131;148;98;128;228;0;1;1;0;
3400;179;134;148;98;128;228;0;1;1;0;
3648;179;134;148;98;128;228;10;;;;
3654;179;134;148;98;128;228;1;;;;
3408;179;135;139;98;128;228;0;;;;
2172;179;199;3;86;253;61;4;;;;
3643;179;199;3;86;1;61;4;;;;
2112;181;47;47;54;250;59;0;;;;
847;181;160;160;82;129;161;0;;;;
3111;181;206;206;86;207;3;0;;;;
3112;181;206;206;86;207;3;10;;;;
1010;181;210;210;86;203;54;4;;;;
1009;181;230;230;86;203;54;4;;;;
1011;181;240;240;86;203;54;4;;;;
2413;181;242;242;86;207;3;0;;;;
2414;181;242;242;86;207;3;10;;;;
3205;181;260;204;86;207;3;0;;;;
844;182;160;160;82;129;162;0;;;;
3113;182;206;206;86;207;8;0;;;;
