# This file is automatically generated by the 'radon2config' program.
#
# Do not edit this file, because all changes will be overridden.
#
# FIELDS:
# 1) FmiForecastTypeId
# 2) FmiForcastTypeName
# 3) Description
#
1;DETERMINISTIC;Deterministic forecast
2;ANALYSIS;Analysis
3;EPS_PE;Ensemble forecast, perturbation
4;EPS_CF;Ensemble forecast, control forecast
5;STATISTICAL;Statistical post processing using an ensemble
